filename,Class 0- No endodontic treatment,Class 1- complete endodontic treatment,Class 2- incomplete endodontic treatment,cavity
ptf-409-_jpg.rf.808414a5e9ecef797c54379c183eaba1.jpg,0,1,1,0
ptf-405-_jpg.rf.d6ae7bc1b60b17697186480e2e0382d3.jpg,0,0,1,1
ptf-235-_jpg.rf.8b0ee7c27e7d251a3da38d39926903ec.jpg,0,1,0,0
ptf-96-_jpg.rf.ace18dd5c4b258ce8626052c83b4fd0d.jpg,0,1,0,0
ptf-80-_jpg.rf.c1bcf8ff0b73c9ffafc3dd237ec17180.jpg,0,0,1,0
ptf-325-_jpg.rf.382af71590d5190e47f85608a91bfb7f.jpg,0,1,1,1
ptf-298-_jpg.rf.2ead59ccba51e8be4769533e471eb798.jpg,0,1,0,0
ptf-294-_jpg.rf.82ef1c002f936659b86e155b567794fe.jpg,0,1,0,0
ptf-19-_jpg.rf.0f770bf3610653fae6c60fdb6627b96e.jpg,0,0,1,0
ptf-124-_jpg.rf.124c6fc8dad435cb1e59bd70089c08ab.jpg,1,0,0,1
ptf-11-_jpg.rf.cdd38e47a760331f777b1b0c3fe412f4.jpg,0,0,0,1
ptf-46-_jpg.rf.2fc8545972081d4d769cb9101a394c85.jpg,1,1,0,0
ptf-159-_jpg.rf.aa4e77a9cd68d169862c00ce5969aa64.jpg,0,1,0,0
ptf-13-_jpg.rf.3d876623f03f06c366f93569aeffc423.jpg,0,1,0,1
ptf-64-_jpg.rf.d51e3800cbef2a151aa819bcccef042f.jpg,0,1,1,1
ptf-248-_jpg.rf.13e134b61b353f741407f11013783b4a.jpg,0,1,0,1
ptf-274-_jpg.rf.7cd8468452356536c9aee01b0b7f7d75.jpg,0,0,1,0
ptf-349-_jpg.rf.3019dcebc5d8811355a382ca64cd9669.jpg,0,1,0,0
ptf-25-_jpg.rf.ccbf0ceb60b15a36c834800f8950320d.jpg,1,0,0,0
ptf-224-_jpg.rf.3834059fe9a9617e194a878a67307fec.jpg,1,0,0,0
ptf-168-_jpg.rf.8ee03ff1ba98cba951c09be5ea9fb41e.jpg,0,0,0,1
ptf-387-_jpg.rf.6870eb8e8e3b99a7a14583aa5b6ee69f.jpg,0,0,1,0
ptf-331-_jpg.rf.f4233a19a29030417bb332efa9ca7048.jpg,0,0,1,0
ptf-190-_jpg.rf.06bddf134f910e50733cfe8f6259cc77.jpg,0,1,1,1
ptf-291-_jpg.rf.c60d5b9c69dc02e7cd3f93c051aa00a4.jpg,0,0,1,0
ptf-84-_jpg.rf.7e09b9c5fa3fb61af575fcaae794d620.jpg,0,1,0,1
ptf-90-_jpg.rf.14c251ad48e933942e0495bf2ae681ba.jpg,0,1,0,0
ptf-277-_jpg.rf.f5c09263e32631f961ce75ae86efea8b.jpg,0,0,1,0
ptf-171-_jpg.rf.9e3a489fc454c29fc2349cc994ac48d7.jpg,1,0,0,0
ptf-174-_jpg.rf.8feec2a4dae7d910dc61d00bfaaaf653.jpg,1,0,0,0
ptf-386-_jpg.rf.f45b6906b6a107cbccd7f4ad1d009f23.jpg,0,1,0,0
ptf-173-_jpg.rf.99e26b97f87567a3a9412d091767c907.jpg,1,0,0,0
ptf-37-_jpg.rf.b8644ab634f1299db64f39023826b48a.jpg,1,0,0,1
ptf-194-_jpg.rf.ec2b09dbbcd2c8a60d15cf9d9ab11603.jpg,0,1,0,1
ptf-24-_jpg.rf.0df1cfc96bfcbe086c40dc3de10bba8d.jpg,1,0,0,0
ptf-137-_jpg.rf.a0533322b64b38785e3f553e4882fc86.jpg,1,0,0,0
ptf-22-_jpg.rf.8874dc44cd94c2b53424f166396a2384.jpg,1,0,0,1
ptf-347-_jpg.rf.998ce73edaccc35a9fd3d203857fba42.jpg,1,1,0,0
ptf-401-_jpg.rf.01ac200910f275a61970096e69c7dc9c.jpg,0,1,0,0
ptf-250-_jpg.rf.a0a535c57cc090ae583d1fbf9d6973ac.jpg,0,0,1,1
ptf-123-_jpg.rf.0aca7530be2b9785ceb819b8bf7ed473.jpg,0,0,1,0
ptf-14-_jpg.rf.935683736c24c2b5dd1bd5a4b0fd93ec.jpg,1,0,0,1
ptf-236-_jpg.rf.2559676b7c9cc6855f6d625b9603372e.jpg,0,0,1,1
ptf-73-_jpg.rf.b6070e3eb8b561ceee2b7c64e5aa4ad9.jpg,0,0,1,0
ptf-393-_jpg.rf.4ab4d541a742fc03723ce225d375c7d5.jpg,0,1,0,0
ptf-134-_jpg.rf.cdcd209158a023d6ace15617c0563775.jpg,1,0,0,0
ptf-202-_jpg.rf.107bf0a8a46f8068506ca2174e068754.jpg,1,0,0,1
ptf-322-_jpg.rf.c2dd1d1a0c9ccb8d30905a78a486f456.jpg,0,0,1,1
ptf-87-_jpg.rf.4042384de03535bc6163c5d78a9648ae.jpg,1,0,0,0
ptf-55-_jpg.rf.6aa4a2d182a625f131d21aafe4843bca.jpg,1,0,0,1
ptf-166-_jpg.rf.36d1f1eeaddf694ef36253dc16856aec.jpg,1,0,0,0
ptf-413-_jpg.rf.810184e3c0e15da09efc216269ace3b1.jpg,1,1,0,0
ptf-110-_jpg.rf.cbee8a215ce05c289e320df2563762a6.jpg,1,0,0,0
ptf-315-_jpg.rf.5e7a7f8bb178d397f760579913b18829.jpg,0,1,0,1
ptf-26-_jpg.rf.7a1904459103efa36c3e1785414eb55b.jpg,0,0,0,1
ptf-189-_jpg.rf.61b5d5618a7c95c6c7267c64b0c70fbb.jpg,0,1,0,1
ptf-103-_jpg.rf.b577baffe976d70c9681d27b9a24d91b.jpg,1,0,0,0
ptf-391-_jpg.rf.6b505dfbd0c67564c7ceb8ca8afffe0b.jpg,0,1,0,1
ptf-121-_jpg.rf.801c26f1bcafaf108bef7cfa39a49dbb.jpg,1,0,0,0
ptf-251-_jpg.rf.500e317b0bb694b24ae1a7f089a9289e.jpg,0,1,1,0
ptf-279-_jpg.rf.fb0ffb36fd6c779b3a6e16334132eb96.jpg,0,1,1,1
ptf-327-_jpg.rf.0a9435803277abe96d7330f002666371.jpg,0,1,0,1
ptf-160-_jpg.rf.b72dbe155f86ba991f120a1b9060c6e2.jpg,1,0,0,1
ptf-67-_jpg.rf.bbd40a5cbacfa68dd09ed33306453a77.jpg,0,0,1,0
ptf-6-_jpg.rf.4fb42d730c6882b54e2d344df0160a49.jpg,0,0,1,0
ptf-311-_jpg.rf.1657cfe114848782ad931bc94c3e2ef7.jpg,1,1,0,0
ptf-47-_jpg.rf.1e7e7bb546bc98433e93de6a5ee23644.jpg,1,0,0,0
ptf-20-_jpg.rf.d0d830a1a57ba92a7bcbd5e67cdf96fe.jpg,1,0,0,1
ptf-132-_jpg.rf.6dbe3224849117e5a0922cb3846ea3aa.jpg,0,0,1,1
ptf-3-_jpg.rf.8d4118aaee9011f6e6f375ca7781c3fa.jpg,0,0,0,1
ptf-305-_jpg.rf.9e65adae6264f4f26da588b496007085.jpg,0,0,1,0
ptf-101-_jpg.rf.b1dbde89c9d11ff2a84a09cfdf0b5eb9.jpg,0,0,1,0
ptf-371-_jpg.rf.41459a09bbca1fff51516786876e2ffc.jpg,0,1,0,0
ptf-210-_jpg.rf.7c1412892d1b8167445b0d79881411e8.jpg,1,0,0,0
ptf-399-_jpg.rf.88faa6494566631bb30fe497ae1d35f5.jpg,0,1,0,0
ptf-366-_jpg.rf.d01ea9cdbbbc4f7f3639e06aef7ba6e9.jpg,0,0,1,0
ptf-66-_jpg.rf.d5d07739313182abc32dd643aae98223.jpg,1,0,0,0
ptf-130-_jpg.rf.ce9f4f2303c24d3017a530df5794fc41.jpg,1,0,0,0
ptf-245-_jpg.rf.c08bcf6d4c925284941cbae7614e6b30.jpg,0,0,1,0
ptf-216-_jpg.rf.11486b57173f80e5fb5db111ff9c8462.jpg,1,0,0,0
ptf-98-_jpg.rf.8091647863a94a3db6fa62d14447e5e9.jpg,1,0,0,1
ptf-170-_jpg.rf.a0c00fa111dadfae401af0c2885902e7.jpg,1,0,0,0
ptf-239-_jpg.rf.b858d6783a89664c66b25ca2d8e3eb6e.jpg,0,0,0,1
ptf-351-_jpg.rf.29a6f18b7aaa2802dcec532bbffc2380.jpg,1,1,0,1
ptf-338-_jpg.rf.d196a3522e3ba243d50c0b5b206e0aa3.jpg,0,1,0,1
ptf-27-_jpg.rf.fca9449c29b2c3c6762ff365bbcabcc8.jpg,1,0,0,0
ptf-31-_jpg.rf.01fa331b6ee70ca42e3c9ccbfc9e3cc3.jpg,0,0,0,1
ptf-368-_jpg.rf.f2320c4f56537bc673fbced9738e2a3b.jpg,0,0,1,0
ptf-285-_jpg.rf.34682f44446f9e87e591b2ceaa797b9e.jpg,0,0,1,0
ptf-209-_jpg.rf.827aacf84001bc0c0f2f028dc2ab12ff.jpg,0,1,1,1
ptf-229-_jpg.rf.9e7b47517ca6ab4c4a35effa2e3d5f57.jpg,0,1,1,1
ptf-139-_jpg.rf.a5d92aba946c8e4d7e9dd94a315a4129.jpg,1,0,0,0
ptf-40-_jpg.rf.295537c3ca3d2fb8939d0bfb6a139bb7.jpg,1,0,0,0
ptf-53-_jpg.rf.cc4d58a56504afb9d894e1acbae65308.jpg,1,0,0,0
ptf-241-_jpg.rf.d25f9fc9a74c9f6b9f3c0336140fd151.jpg,0,0,1,0
ptf-129-_jpg.rf.6ab033af1fa79692a1b5e3f25dec70ca.jpg,0,1,1,0
ptf-72-_jpg.rf.3b4e9082177b3c8b2706448107cc0302.jpg,0,1,0,0
ptf-192-_jpg.rf.ccb994f0e990c96badd0ae241d7e2ff5.jpg,1,1,0,0
ptf-164-_jpg.rf.28c835383ceca6a13fb5857a29e7014d.jpg,1,0,0,0
ptf-204-_jpg.rf.6320b21256187219c377e968ff0acf93.jpg,1,0,0,0
ptf-169-_jpg.rf.964c0755c56281d97f64cdafc406cf3e.jpg,1,0,0,1
ptf-240-_jpg.rf.a8dc429c811bd134616575eb8fda965e.jpg,1,0,0,0
ptf-205-_jpg.rf.ba5b5d8984e39a6ad6d65fda5c0a3ce4.jpg,1,0,0,1
ptf-414-_jpg.rf.e02fa8360b105f11eaf01fa54d88f10c.jpg,1,1,0,0
ptf-363-_jpg.rf.ac3d1414e7f82411bd353c272e6b16d8.jpg,0,0,1,0
ptf-420-_jpg.rf.30d691667a5a6c147b780e66e7337450.jpg,0,1,0,1
ptf-113-_jpg.rf.c6de6fc1529f90266edace5df15e438c.jpg,1,0,0,1
ptf-408-_jpg.rf.4ece7c08ee7aa39531f1e0f5c9969488.jpg,0,0,1,0
ptf-92-_jpg.rf.c8200ba0c61e23f4a2ad785dcd1793e3.jpg,1,1,0,0
ptf-141-_jpg.rf.526889dfc8631936d2c2f0ff054cfbef.jpg,1,0,0,0
ptf-419-_jpg.rf.562e34e2d887b8607264634fccffde13.jpg,0,1,0,1
ptf-390-_jpg.rf.871537a57180fb222e062289951e57b4.jpg,0,1,0,0
ptf-228-_jpg.rf.1e96efc817f7a0127ae0a7cceefd64aa.jpg,0,0,1,1
ptf-185-_jpg.rf.d4c50770daed0cbf6b1a651366c65cb9.jpg,0,1,1,0
ptf-65-_jpg.rf.dccbbf8366c3a9e78c9fb605c0164357.jpg,1,1,0,1
ptf-382-_jpg.rf.5d805ecd9bb63480da4e09c1269d108c.jpg,1,1,1,1
ptf-227-_jpg.rf.97e6b93fa454e1b46df62bc38930d884.jpg,1,0,0,0
ptf-268-_jpg.rf.36c394846cece51945d627a63b7f1dff.jpg,0,1,1,1
ptf-33-_jpg.rf.d5087fec8c96e2ebf1573fda98622f6d.jpg,0,0,0,1
ptf-83-_jpg.rf.d27e2a6123af1b4ef9c83089b740a47a.jpg,1,0,0,0
ptf-304-_jpg.rf.4a316d33f86d7832be5de731aa5c102e.jpg,0,1,1,1
ptf-355-_jpg.rf.b1933b18de587fd8d260f2c3faccd275.jpg,1,1,0,0
ptf-207-_jpg.rf.23b9c8c5b155135b556c75d78c435463.jpg,1,0,0,1
ptf-343-_jpg.rf.864b12db83e3e2f4093fa96b9f0b0925.jpg,0,1,0,0
ptf-299-_jpg.rf.5e55a19710c806191574bd5a2ce4a42b.jpg,0,0,1,1
ptf-85-_jpg.rf.1c67fb2555586133e6f0da623aea644b.jpg,0,1,0,1
ptf-357-_jpg.rf.8743fec553842e00393570626969eab8.jpg,0,1,0,0
ptf-214-_jpg.rf.f8f6eec5b272c67c87a49552ee2f6a33.jpg,1,1,0,0
ptf-273-_jpg.rf.f3ae3ba0a6b59d91e833ec7f489ab1d6.jpg,0,0,1,0
ptf-234-_jpg.rf.2a82b7d6b81aa24a2970eda0da62f4c5.jpg,0,0,1,0
ptf-406-_jpg.rf.ed8b2b89b2a22a71e2e10496ddb26bbe.jpg,0,0,1,1
ptf-319-_jpg.rf.83298e006a24a7b4206a45c1b649d1ec.jpg,0,1,0,0
ptf-10-_jpg.rf.021fcb920b51eb8b218ae33889634806.jpg,1,0,0,1
ptf-365-_jpg.rf.fd9959345bce1a8fb70a7e829f9223ce.jpg,0,0,1,0
ptf-180-_jpg.rf.07bd087ebf1d6fe7114791b20f9b7466.jpg,1,0,0,1
ptf-416-_jpg.rf.704e65ebaced9f300971172938d80897.jpg,0,0,1,0
ptf-323-_jpg.rf.2ec7b447427711f04864f734e08df8ea.jpg,0,0,1,0
ptf-45-_jpg.rf.dc9cd9064ddf611d15d269d139b6eafb.jpg,0,0,0,1
ptf-128-_jpg.rf.df81cd71a738aae7e7fbb93b9ae65e0f.jpg,1,0,0,0
ptf-288-_jpg.rf.38d3c21dcb33472edf4c43896655f4f1.jpg,0,0,1,0
ptf-324-_jpg.rf.b1f8ef1ae89f06df1c3bf85fb128f8aa.jpg,0,0,1,0
ptf-23-_jpg.rf.2f64558ab0e43872be74d6bdaba55aea.jpg,0,1,0,0
ptf-167-_jpg.rf.4738f9c7f0f3ae012d880d6032f6d823.jpg,0,1,0,0
ptf-306-_jpg.rf.4a5e2279a6478c09f63b99e29f4e444c.jpg,0,0,1,0
ptf-272-_jpg.rf.a595f8327cb79ff24eed414ca26c7f2c.jpg,0,1,0,1
ptf-51-_jpg.rf.90d3ae72b329dd8b54e031e2658d5abe.jpg,0,1,0,0
ptf-107-_jpg.rf.e04019eda02a9c3fff3f5a9134d6aec5.jpg,1,0,0,1
ptf-257-_jpg.rf.6223fa050bd531612ed73e08d24638ac.jpg,0,1,1,1
ptf-344-_jpg.rf.46209bc2a1481ed8b4c44bf1b408e5db.jpg,0,1,0,0
ptf-418-_jpg.rf.4dc469bd8cea54543c044d2e2aa7297e.jpg,0,1,0,0
ptf-9-_jpg.rf.ec1846bfd4c63175e861f1c5e6aea62f.jpg,0,1,0,0
ptf-50-_jpg.rf.266b0db8e107aa2a8c27d3fd6bca04fa.jpg,1,0,0,0
ptf-161-_jpg.rf.37ccb9af67cce0622a18440260ef7414.jpg,1,0,0,0
ptf-89-_jpg.rf.ea685e475c33894533328eb955e303ef.jpg,1,0,0,1
ptf-290-_jpg.rf.fc37e31978618b23d4427d0b6ee86109.jpg,0,0,1,0
ptf-284-_jpg.rf.cbc4eb82f59a2582ec87006b373efbad.jpg,1,1,0,0
ptf-303-_jpg.rf.79488d7c1faabe11eb82552962e53a1c.jpg,0,1,1,1
ptf-318-_jpg.rf.d013659e5047a47cfce43cbf295bb92a.jpg,1,1,0,0
ptf-264-_jpg.rf.eb6dec3559841de0abdc83e6a410d961.jpg,0,1,1,1
ptf-42-_jpg.rf.9d49acce0cbf876e6905185070d80e4d.jpg,0,1,0,0
ptf-172-_jpg.rf.7d0e968933689cc66371950ad9229227.jpg,1,0,0,0
ptf-403-_jpg.rf.138d9e801c6e429380079e19f8c49a0d.jpg,0,1,0,0
ptf-385-_jpg.rf.06ea5d561a89746fd13fdd1210d1f696.jpg,0,1,0,0
ptf-211-_jpg.rf.d11f68140b86c1d5486507e864e4f0d7.jpg,1,0,1,0
ptf-152-_jpg.rf.7bae595c413e71656d3105868ae19779.jpg,1,0,0,0
ptf-163-_jpg.rf.c568a96071d24c29d4549bac1e1e9ff6.jpg,1,0,0,1
ptf-221-_jpg.rf.ae43dc210c83c4210e86096df79aa9a0.jpg,0,1,0,0
ptf-225-_jpg.rf.024c7d3a01ad522c370dbb834dc9bb6a.jpg,0,1,0,0
ptf-275-_jpg.rf.1959c973ad29b9d6f8cb63afb62de756.jpg,0,0,1,0
ptf-41-_jpg.rf.8b9c72aa5303cf50900409204cad1bc5.jpg,0,1,0,1
ptf-265-_jpg.rf.d6270b74b8a2153848f9927fc5525237.jpg,1,1,0,0
ptf-329-_jpg.rf.992d5edeaa541f4b47ae97628266d09a.jpg,0,1,0,1
ptf-296-_jpg.rf.f93d6bca9914d87f4f0312b1cc39c535.jpg,0,1,0,1
ptf-181-_jpg.rf.7a5d3f486154e44a48da297f21f1da9a.jpg,1,0,0,0
ptf-54-_jpg.rf.13fe569334635ccc16f07d40858f0e4b.jpg,1,0,0,0
ptf-411-_jpg.rf.a2ff4f06e4d45806ff73c166e8a4c2c4.jpg,0,1,0,0
ptf-392-_jpg.rf.7973c5d2cc88365f331463d99186b784.jpg,0,1,0,1
ptf-292-_jpg.rf.94150362ca3bcfc8c0580b4397ff2a21.jpg,0,0,1,0
ptf-39-_jpg.rf.20c9a73d756103bc6ec5deb9b7683fa1.jpg,1,0,0,0
ptf-222-_jpg.rf.2e0b236673a83d07bed0ffebd0b83bd3.jpg,0,1,0,0
ptf-138-_jpg.rf.95bd35ec2a0de5621d87da1622704f26.jpg,0,1,0,1
ptf-254-_jpg.rf.104992dc6d0e59a7f38690cdf64626d6.jpg,0,1,0,0
ptf-140-_jpg.rf.55ae7e56ce5dddf3d1c762394926eb42.jpg,1,0,0,0
ptf-377-_jpg.rf.007f2e810858247e22637eff1cb0aaa3.jpg,0,1,0,0
ptf-360-_jpg.rf.cf9b3055f06915addedff2148227c34a.jpg,0,1,0,0
ptf-321-_jpg.rf.9256e6487cb8127309e3c7abf48deb2e.jpg,0,0,1,1
ptf-162-_jpg.rf.e847f8987522624d073c187ca5dfffa8.jpg,0,0,1,1
ptf-242-_jpg.rf.abc733b198cfbc876a3d3e1d7758132b.jpg,0,0,1,0
ptf-188-_jpg.rf.069440c168686c087c31fad6b1d195be.jpg,1,0,0,0
ptf-297-_jpg.rf.d6bf034eb2712afd487baf5a527fdde7.jpg,0,1,0,0
ptf-424-_jpg.rf.2b9b362d476071abcbd3da1ccc5f5189.jpg,1,1,0,0
ptf-213-_jpg.rf.bff36da2b99668a37492dc8a8d339300.jpg,1,0,0,0
ptf-79-_jpg.rf.3a45aa49a6d4d047d07b924e2a123119.jpg,1,0,0,0
ptf-332-_jpg.rf.e6b9ed8b4e263c933f60d954ef46a1aa.jpg,0,0,1,0
ptf-74-_jpg.rf.a094620fb245aeda164bbd2ad25189b6.jpg,1,0,0,0
ptf-400-_jpg.rf.c0f7263546d3345d16ff27025a0e2586.jpg,0,1,0,0
ptf-293-_jpg.rf.4ef0026ef49c930e9f3159eda3bee3a7.jpg,0,1,0,0
ptf-57-_jpg.rf.a47a342edfde3af9de8c892f016bab48.jpg,0,0,0,1
ptf-48-_jpg.rf.72e5aecd8cb2f63bd386ca3bd5477544.jpg,0,0,0,1
ptf-269-_jpg.rf.231618e6fa0e128f7c078bddc45e2238.jpg,1,1,0,1
ptf-262-_jpg.rf.b88542661b6fab961afa063d199eff04.jpg,0,1,0,0
ptf-289-_jpg.rf.3e01b7931aff74d71ad799435aff9a3b.jpg,0,0,1,0
ptf-143-_jpg.rf.c48a40baa803c15187649adac63d7dfb.jpg,1,0,0,0
ptf-238-_jpg.rf.15af52f1d73631539b8932a013dfcb6b.jpg,0,0,1,0
ptf-369-_jpg.rf.11c3657a599579ba321a77629f132406.jpg,0,1,0,1
ptf-339-_jpg.rf.b35c617c719aecec620b80cd9bd336bf.jpg,0,1,0,0
ptf-102-_jpg.rf.365af9581385ec15011a4e229ae5946b.jpg,1,0,0,0
ptf-317-_jpg.rf.7f447e38405f7c12541127442cc25f24.jpg,1,1,0,0
ptf-91-_jpg.rf.0a2f344ba609be72d65291fb0665074e.jpg,1,1,0,1
ptf-5-_jpg.rf.7da47dd48fab63e2906900e107e8dccd.jpg,0,1,0,0
ptf-59-_jpg.rf.e2062e5527126a95afaf423cf72a73e8.jpg,1,0,0,0
